,ID,name,address,a1,a2,city,pCode,lat,long,dist,dUnit,phone,sCode,cCode,hours,type,brand,brandDV,typeDV
506,Bata_4475,4475 M/S. S R ENTERPRISES,BATA SHOE STORE,BATA SHOE STORE,,PUSAD,445216,19.910191,77.568694,1044.66,km,9028424066,Maharashtra,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
507,Bata_4538,4538 M/S. AR ZERO EMISSION,BATA SHOE STORE,BATA SHOE STORE,,HARDA,461331,22.55826,77.11301,1047.73,km,9425085213,Madhya Pradesh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
508,Bata_4618,4618 MARUTI NANDAN TELECOMM LLP,BATA SHOE STORE,BATA SHOE STORE,,ETAH,207302,27.5567532,78.6597681,1047.94,km,9720018000,Uttar Pradesh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
509,Bata_4290,4290 M/S RAMLAKHAN VIJAYPAL AND SON,"17/02,","17/02,",,FIROZABAD,283203,27.1509635,78.388113,1048.27,km,8393983000,Uttar Pradesh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
510,Bata_4368,4368 M/S JAINSON TYRES,A B ROAD,A B ROAD,,MORENA,476001,26.502613,78.000935,1050.34,km,8770138079,Madhya Pradesh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
511,Bata_4262,4262 M/S GUNA FOOTWEAR,PLOT NO 1009,PLOT NO 1009,,GUNA,473001,24.638504,77.298359,1052.46,km,9911004611,Madhya Pradesh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
512,Bata_1204,1204 DAULAT PLAZA  ,DAULAT PLAZA GROUND FLOOR,DAULAT PLAZA GROUND FLOOR,,HYDERABAD,500004,17.4122967,78.65064,1056.39,km,8801148041,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
513,Bata_4640,4640 M/S. SUPERIOR ENTERPRISES,"BATA SHOE STORE, #8-77/2","BATA SHOE STORE, #8-77/2",,NAGARAM,500083,17.487092,78.600704,1056.43,km,9849276076,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
514,Bata_4578,4578 M/S. AADI VISHNU ENTERPRISES,BATA SHOE STORE,BATA SHOE STORE,,MEDCHAL,501401,17.63769,78.485,1058.16,km,7601086141,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
515,Bata_1226,1226 A S RAO NAGAR ,"225  232 PART, 231  226","225  232 PART, 231  226",,HYDERABAD,500062,17.476607,78.564432,1060.31,km,9849395417,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
516,Bata_1994,1994 BODDUPAL-HYD  ,PLOT NO 7  28 SAI NAGAR,PLOT NO 7  28 SAI NAGAR,,HYDERABAD,500039,17.406866,78.594442,1061.74,km,9966981889,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
517,Bata_1722,1722 MALKAJGIRI    ,2-17  2-18,2-17  2-18,,SECUNDERABAD,500047,17.454256,78.53374,1064.39,km,8144319807,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
518,Bata_1584,1584 KOMPLLY,"BESIDE CINI PLANET,","BESIDE CINI PLANET,",,HYDERABAD,500013,17.528526,78.485498,1064.40,km,9502921566,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
519,Bata_1485,1485 HABISIGUDA,NO 222/1,NO 222/1,,HYDERABAD,500037,17.421797,78.544592,1065.33,km,7207658318,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
520,Bata_9194,9194 THIRUMALGIRI,PLOT NO.4 BHAGYALAXMI,PLOT NO.4 BHAGYALAXMI,,SECUNDERABAD,500015,17.470401,78.509408,1065.63,km,9849972771,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
521,Bata_9011,9011 HABSIGUDA II,NO 1-89,NO 1-89,,HYDERABAD,500007,17.419133,78.541033,1065.81,km,9848849612,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
522,Bata_1535,1535 TARANAKA II,TARA TYCON,TARA TYCON,,SECUNDERABAD,500017,17.425464,78.534195,1066.05,km,9849395417,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
523,Bata_1949,1949 RTC COLONY    ,RTC COLONY,RTC COLONY,,SECUNDERABAD,500015,17.474734,78.499037,1066.31,km,8247336344,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
524,Bata_9131,9131 RAMANTHAPUR   ,NO 4-115/1,NO 4-115/1,,HYDERABAD,500013,17.399851,78.538576,1067.17,km,9505532373,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
525,Bata_1042,1042 KARKHANA      ,B-2VIKRAMPURI COLONY,B-2VIKRAMPURI COLONY,,SECUNDERABAD,500015,17.456473,78.499215,1067.37,km,9618053412,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
526,Bata_1989,1989 MARREDPALLY W ,10-2-99  99/2/1,10-2-99  99/2/1,,SECUNDERABAD,500026,17.447908,78.502791,1067.55,km,9618558426,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
527,Bata_1600,1600 V S PURAM 2   ,"PLOT NO.12, SURVEY NO","PLOT NO.12, SURVEY NO",,HYDERABAD,500070,17.33727,78.569938,1068.09,km,9989994213,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
528,Bata_1597,1597 BOWENPALLY SEC,"DOOR NO.1-10-317, SARVAY","DOOR NO.1-10-317, SARVAY",,SECUNDERABAD,500011,17.469085,78.482176,1068.16,km,9966655692,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
529,Bata_1649,1649 S D ROAD II   ,8-1-5/7 S D ROAD,8-1-5/7 S D ROAD,,SECUNDERABAD,500003,17.440812,78.497916,1068.40,km,9247290836,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
530,Bata_1623,1623 L B NAGAR     ,3-8-439 L B NAGAR,3-8-439 L B NAGAR,,HYDERABAD,500074,17.350115,78.553517,1068.79,km,7842849330,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
531,Bata_1802,1802 MARGADARSHI   ,PLOT NO 7,PLOT NO 7,,HYDERABAD,500035,17.364177,78.543596,1068.84,km,9959636183,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
532,Bata_1205,1205 RASHTRAPATI RD,4-2-3 RASHTRAPATI ROAD,4-2-3 RASHTRAPATI ROAD,,SECUNDERABAD,500003,17.4353226,78.4936102,1069.12,km,9866524854,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
533,Bata_1841,1841 NBOWNPALLY1616,"NO 1-34-32,ANAND NAGAR","NO 1-34-32,ANAND NAGAR",,HYDERABAD,500011,17.458803,78.477632,1069.18,km,9849188215,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
534,Bata_1667,1667 CHINTAL,HOSUE  6-111,HOSUE  6-111,,HYDERABAD,500055,17.495881,78.452444,1069.29,km,9908329659,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
535,Bata_1697,1697 SEC MG ROAD II,2-3-31 M G ROAD,2-3-31 M G ROAD,,SECUNDERABAD,500003,17.437693,78.488457,1069.44,km,7013506347,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
536,Bata_1539,1539 VIDYA NAGAR   ,PLOT NO 100-1-9-1088/1,PLOT NO 100-1-9-1088/1,,HYDERABAD,500044,17.40286,78.510275,1069.53,km,9705495346,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
537,Bata_1212,1212 NALLAKUNTA,2-2-648 AZAM COMPLEX,2-2-648 AZAM COMPLEX,,HYDERABAD,500044,17.398159,78.512122,1069.64,km,9542289838,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
538,Bata_9132,9132 B N REDDYNAGAR,C V COMPLEX,C V COMPLEX,,HYDERABAD,500070,17.327604,78.555405,1069.97,km,8840640425,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
539,Bata_1551,1551 DURGA NAGAR   ,"5-25,DURGA NAGAR,","5-25,DURGA NAGAR,",,HYDERABAD,500060,17.36888,78.525892,1070.15,km,9666911727,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
540,Bata_9294,9294 NALGONDA,NO 6-6-430  431,NO 6-6-430  431,,NALGONDA,508001,17.350656,78.5317888,1070.71,km,8801148041,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
541,Bata_1209,1209 CHIKADPALLY II,1-1-230/11/1,1-1-230/11/1,,HYDERABAD,500017,17.403978,78.495224,1070.82,km,8885200283,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
542,Bata_9105,9105 BEGUMPET,1-10-60/62,1-10-60/62,,HYDERABAD,500016,17.444595,78.465761,1071.08,km,9553864747,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
543,Bata_1930,1930 MALAKPET-HYD  ,16-2-905/12/9/A,16-2-905/12/9/A,,HYDERABAD,500036,17.372286,78.50769,1071.58,km,9948980114,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
544,Bata_1960,1960 HP HIMAYAT NGR,GROUND FLOOR,GROUND FLOOR,,HYDERABAD,500082,17.400681,78.486802,1071.77,km,9908115424,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,hushpuppies,Hush Puppies,
545,Bata_1836,1836 NARYANGUDA1372,H NO 3-6-1106,H NO 3-6-1106,,HYDERABAD,500029,17.393298,78.489333,1071.98,km,9392135824,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
546,Bata_1837,1837 VYSALINGR1508 ,PLOT NO 2 83 VYSALI NAGAR,PLOT NO 2 83 VYSALI NAGAR,,HYDERABAD,500079,17.346635,78.520186,1071.98,km,9550666803,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
547,Bata_9104,9104 HIMAYATHNAGAR ,3-6-140/A,3-6-140/A,,HYDERABAD,500029,17.40316,78.482507,1072.01,km,9052943716,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
548,Bata_1203,1203 HYDERGUDA     ,3-6-290/16,3-6-290/16,,HYDERABAD,500029,17.399635,78.480389,1072.41,km,9700609610,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
549,Bata_1596,1596 BALKAMPET SEC,"4-7-201,GURUDWARA ROAD","4-7-201,GURUDWARA ROAD",,SECUNDERABAD,500018,17.436695,78.448907,1073.06,km,9700301283,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
550,Bata_1040,1040 ABID ROAD II  ,5-9-248/241/242,5-9-248/241/242,,HYDERABAD,500001,17.392721,78.476013,1073.21,km,9912690153,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
551,Bata_1556,1556 SANTHOSHNGR II,"14,HIGH NEW SANTHOSHNAGAR","14,HIGH NEW SANTHOSHNAGAR",,HYDERABAD,500059,17.3452,78.507322,1073.22,km,9948897288,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
552,Bata_1039,1039 HYD ABID ROAD ,4/1/952 KUSHAL BHAVAN,4/1/952 KUSHAL BHAVAN,,HYDERABAD,500001,17.389937,78.476495,1073.33,km,8686616939,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
553,Bata_1835,1835 AMEERPET31046,BHAVYAS SREE ARCADE,BHAVYAS SREE ARCADE,,HYDERABAD,500018,17.452191,78.435457,1073.37,km,9912334553,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
554,Bata_1712,1712 ABID ROAD III,NO 4-1-388  391,NO 4-1-388  391,,HYDERABAD,500001,17.388359,78.476901,1073.39,km,8686674606,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
555,Bata_9204,9204 ERRAMANJIL MAL,UNIT NO.13-02 TS NOS. 3/1,UNIT NO.13-02 TS NOS. 3/1,,HYDERABAD,500082,17.421022,78.45504,1073.43,km,9182113292,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,f,,
556,Bata_1043,1043 AMEERPET   II ,NO 8-3-948/949,NO 8-3-948/949,,HYDERABAD,500073,17.431854,78.447268,1073.49,km,8801762882,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,f,,
557,Bata_9106,9106 NAGARJUNA CL 2,"3,5,354","3,5,354",,HYDERABAD,500034,17.426268,78.450875,1073.50,km,9985440230,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
558,Bata_1640,1640 BALAJI NAGAR,"15-21-48/12,SRINIVASA","15-21-48/12,SRINIVASA",,HYDERABAD,500072,17.484174,78.411966,1073.63,km,8686616939,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
559,Bata_1636,1636 NAGARJUN CL HP,"SHOP NO. A2 GROUND FLOOR,","SHOP NO. A2 GROUND FLOOR,",,HYDERABAD,500034,17.425606,78.449142,1073.69,km,9849192979,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,hushpuppies,Hush Puppies,
560,Bata_1215,1215 C S I BUILDING,5-8-660/1A,5-8-660/1A,,HYDERABAD,500001,17.3826084914918,78.4736872091889,1074.02,km,9966655692,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,f,,
561,Bata_1576,1576 KUKATPALLY HYD,"BHAVANI PLAZA,","BHAVANI PLAZA,",,HYDERABAD,500072,17.494082,78.400063,1074.13,km,7032978462,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
562,Bata_1393,1393 CITY CENTRE   ,SHOP NO 13 GROUND FLOOR,SHOP NO 13 GROUND FLOOR,,HYDERABAD,500034,17.4152,78.449117,1074.30,km,7569118773,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,hushpuppies,Hush Puppies,
563,Bata_1749,1749 BANJARA HIL II,GROUND FLR BHASKAR PLAZA,GROUND FLR BHASKAR PLAZA,,HYDERABAD,500034,17.411916,78.449906,1074.43,km,9885512786,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
564,Bata_1699,1699 NIZAMPET ROAD ,PLOT NO 23 TO 28,PLOT NO 23 TO 28,,HYDERABAD,500072,17.515572,78.382595,1074.47,km,9700299454,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
565,Bata_1766,1766 MADINA CIRCLE ,M J TOWERS 22-8-115,M J TOWERS 22-8-115,,HYDERABAD,500002,17.369741,78.477059,1074.48,km,9246587396,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
566,Bata_1958,1958 ONGOLE        ,NO G2 TS NO 9 2ND BLOCK,NO G2 TS NO 9 2ND BLOCK,,ONGOLE,523002,15.51291,80.04437,1074.70,km,7993366618,Andhra Pradesh (New),IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
567,Bata_1217,1217 PATHERGATTI   ,6655 PATHERGUTTY,6655 PATHERGUTTY,,HYDERABAD,500002,17.366529,78.475806,1074.78,km,8801581286,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
568,Bata_4555,4555 M/S. SAVYASACHI ENTERPRISES,BATA SHOE STORE,BATA SHOE STORE,,BALAPUR HYDERABAD,500005,17.3089,78.5062,1075.49,km,6304864966,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
569,Bata_1855,1855 JNTU1355      ,NO 494  495 PHASE VI,NO 494  495 PHASE VI,,HYDERABAD,500072,17.485508,78.390263,1075.51,km,8686674606,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
570,Bata_9098,9098 SUJANA MALL   ,"225,226,227","225,226,227",,HYDERABAD,500072,17.484543,78.38886,1075.69,km,9985894340,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
571,Bata_1892,1892 NEXUS HYD,NEXUS HYDERABAD MALL,NEXUS HYDERABAD MALL,,HYDERABAD,500072,17.48418,78.388922,1075.71,km,7893504466,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,hushpuppies,Hush Puppies,
572,Bata_1227,1227 MEHDIPATNAM   ,SAI SUCHI TOWERS,SAI SUCHI TOWERS,,HYDERABAD,500028,17.3935554,78.4434998,1076.08,km,6302182061,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
573,Bata_1633,1633 MADHAPUR HYD  ,2-52/2 MADHAPUR MAIN ROAD,2-52/2 MADHAPUR MAIN ROAD,,HYDERABAD,500081,17.4411311,78.3925079,1077.89,km,8855050151,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
574,Bata_1896,1896 FILMNAGAR HYD ,FILMNAGAR LNG,FILMNAGAR LNG,,HYDERABAD,500033,17.415064,78.408772,1077.95,km,8179078918,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
575,Bata_9075,9075 MIYAPUR-HYD   ,JAYABHARATIS,JAYABHARATIS,,HYDERABAD,500049,17.495308,78.356294,1078.02,km,8801755213,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
576,Bata_1889,1889 INORBIT CYBERA,G 24,G 24,,HYDERABAD,500081,17.434912,78.387092,1078.74,km,9177126849,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,hushpuppies,Hush Puppies,
577,Bata_1481,1481 TOLLY CHOWK,"8-1-347 TO 351,","8-1-347 TO 351,",,HYDERABAD,500008,17.4044063687564,78.4067409485578,1078.76,km,9247441016,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
578,Bata_1505,1505 MADINA GUDA   ,"PLOT NO 91,MADINAGUDA","PLOT NO 91,MADINAGUDA",,HYDERABAD,500050,17.494667,78.344228,1079.15,km,9908812134,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
579,Bata_1585,1585 ATTAPUR X ROAD,"3-4-181/2,ATTAPUR X ROAD","3-4-181/2,ATTAPUR X ROAD",,HYDERABAD,500048,17.3646802,78.4280321,1079.18,km,9966036400,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
580,Bata_2800,2800 AKOLA         ,SHREE KRUPA,SHREE KRUPA,,AKOLA,444001,20.700183,77.016743,1079.27,km,9960492835,Maharashtra,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
581,Bata_9067,9067 SARATHS CITY  ,1F-138 FIRST FLOOR,1F-138 FIRST FLOOR,,HYDERABAD,500034,17.457654,78.364396,1079.47,km,6281143571,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,hushpuppies,Hush Puppies,
582,Bata_9072,9072 SARATHAS CITY ,1F-067-068,1F-067-068,,HYDERABAD,500084,17.457721,78.36386,1079.51,km,9090000951,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
583,Bata_1915,1915 KONDAPUR-HYD  ,2-91/68/HHA/8 HARIHARA,2-91/68/HHA/8 HARIHARA,,HYDERABAD,500081,17.453567,78.364076,1079.73,km,9155805824,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
584,Bata_4276,4276 M/S UNITED ENTERPRISES,"PLOT NO.336, SREE","PLOT NO.336, SREE",,MANIKONDA,500089,17.407413,78.382429,1080.77,km,9652299888,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
585,Bata_1765,1765 GACHIBOWLI    ,NO 2-37/135,NO 2-37/135,,HYDERABAD,500032,17.4412561,78.3591851,1080.89,km,9700599102,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
586,Bata_1356,1356 HYD CHANDANGAR,GROUND FLOOR VANISADAN,GROUND FLOOR VANISADAN,,HYDERABAD,500050,17.495322,78.324375,1080.91,km,8309873884,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
587,Bata_3851,3851 SADAR BZR III ,BATA SHOE STORE,BATA SHOE STORE,,AGRA,282001,27.159704,78.010834,1081.58,km,9213650006,Uttar Pradesh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
588,Bata_4625,4625 M/S. SRI BALAJI ENTERPRISES,BATA SHOE STORE,BATA SHOE STORE,,BEERAMGUDA-HYDERABAD,502032,17.517614,78.299819,1081.86,km,7702993322,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
589,Bata_7583,7583 MOTI BAZAR STL,BATA SHOE STORE,BATA SHOE STORE,,HARIDWAR    ,249408,27.18486,78.02212,1081.90,km,9888471337,Uttarakhand,IN,MON-SUN 10:00 AM TO 10:00 PM,o,f,,
590,Bata_1838,1838 SUNCITY1619,"SY NO 11/1,11/2,11/4,11/5","SY NO 11/1,11/2,11/4,11/5",,HYDERABAD,500008,17.3647758,78.3959966,1082.06,km,8354848520,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
591,Bata_4313,4313 M/S CONIFER WORLDWIDE PRIVATE ,MAIN ROAD,MAIN ROAD,,WASHIM,444505,20.107104,77.130997,1082.73,km,9028424066,Maharashtra,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
592,Bata_3622,3622 UDHAM SINGH NG,BATA SHOE STORE,BATA SHOE STORE,,RUDRAPUR,263153,28.981106,79.398191,1084.35,km,9452348681,Uttarakhand,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
593,Bata_3351,3351 VINAYAK MALL,BATA SHOE STORE,BATA SHOE STORE,,AGRA,282002,27.20678,78.002958,1084.72,km,8860835983,Uttar Pradesh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
594,Bata_4307,4307 M/S LOHIT RETAIL,NEVAN COMPLEX,NEVAN COMPLEX,,TEZU,792001,27.920089,96.144432,1085.52,km,7767972988,Arunachal Pradesh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
595,Bata_1929,1929 SHAMSHABAD,SHOP NO 11-161/162,SHOP NO 11-161/162,,HYDERABAD,501218,17.2628626,78.3891296,1088.72,km,8801847864,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
596,Bata_4310,4310 M/S RADHIKA ENTERPRISES,B14 AVADPURI COLONY,B14 AVADPURI COLONY,,AGRA,282007,27.2043498,77.9532224,1088.93,km,9897626627,Uttar Pradesh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
597,Bata_3194,3194 HALDWANI,BATA SHOE STORE,BATA SHOE STORE,,HALDWANI,263139,29.220046,79.520012,1093.35,km,6397027799,Uttarakhand,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
598,Bata_3626,3626 HALDWANI II,BATA SHOE STORE,BATA SHOE STORE,,HALDWANI,263139,29.241605,79.534833,1093.93,km,9412588698,Uttarakhand,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
599,Bata_2468,2468 NANDED III    ,VAZIRABAD MAIN ROAD,VAZIRABAD MAIN ROAD,,NANDED,431601,19.138759,77.320898,1096.59,km,8446611921,Maharashtra,IN,MON-SUN 10:00 AM TO 10:00 PM,o,f,,
600,Bata_4331,4331 M/S DEEPAK ENTERPRISES,H NO 12-96/1 PLOT NO 88 8,H NO 12-96/1 PLOT NO 88 8,,SANGAREDDY ,502001,17.61,78.08,1096.72,km,9963717717,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
601,Bata_3632,3632 R PUR CIVIL LN,BATA SHOE STORE,BATA SHOE STORE,,RAMPUR,244901,28.784872,79.023539,1098.16,km,7503652088,Uttar Pradesh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
602,Bata_4201,4201 M/S YADAV TRACTORS,DELHI ROHTAK ROAD,DELHI ROHTAK ROAD,,BAHADURGARH,124507,28.691128,78.933098,1098.54,km,9215242970,Haryana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
603,Bata_4370,4370 M/S SONU & BROTHERS ENTERPRISE,OPP ORIENTAL BANK OF ,OPP ORIENTAL BANK OF ,,HATHRAS,204101,27.6088287,78.054375,1102.05,km,8923550622,Uttar Pradesh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
604,Bata_4441,4441 M/S SRI SANGAMESHWARA ENTERPRI,"1-6-111/25, RAIPALLY ROAD","1-6-111/25, RAIPALLY ROAD",,NARAYANKHED,502286,18.0365939775,77.7746879389,1102.40,km,9676706364,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
605,Bata_3206,3206 NAINITAL,BATA SHOE STORE,BATA SHOE STORE,,NAINITAL,263001,29.389927,79.459067,1110.56,km,9675050792,Uttarakhand,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
606,Bata_4562,4562 M/S. RANA & SONS,BATA SHOE STORE,BATA SHOE STORE,,RAMGHAT RD-ALIGARH,202001,27.894539,78.088752,1115.50,km,9990774737,Uttar Pradesh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
607,Bata_4106,4106 M/S FOOTMARK,"STATION ROAD,CENTER POINT","STATION ROAD,CENTER POINT",,ALIGARH,202002,27.8902831,78.0777523,1116.17,km,9837352030,Uttar Pradesh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
608,Bata_3072,3072 ALIGARH RLY RD,BATA SHOE STORE,BATA SHOE STORE,,ALIGARH,202001,27.884856,78.07081,1116.43,km,7417977249,Uttar Pradesh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
609,Bata_4299,4299 M/S SUCCESS ENTERPRISES,"SHOP NO 69-27/7, ","SHOP NO 69-27/7, ",,SHADNAGAR,509216,17.07,78.2,1117.22,km,9441436327,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
610,Bata_3198,3198 MORADABAD ST R,BATA SHOE STORE,BATA SHOE STORE,,MORADABAD,244001,28.834288,78.771943,1120.73,km,8279730890,Uttar Pradesh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
611,Bata_4534,4534 M/S. R.K. DISTRIBUTORS,BATA SHOE STORE,BATA SHOE STORE,,MORADABAD,244001,28.8332785,78.7531889,1122.10,km,8218586790,Uttar Pradesh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
612,Bata_4497,4497 M/S. AR ENTERPRISE,"PLT NO-7,HNO-1-103/30/7/1","PLT NO-7,HNO-1-103/30/7/1",,NALAGANDLA,500019,15.4024,79.5074,1124.03,km,7702149366,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
